	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0232098043653817	0.104880801873412	0.0292705272752414
CC003P1	0.0232098043653817	0	0.109194343917621	0.0155181008382326
CC003P2	0.104880801873412	0.109194343917621	0	0.101325447345783
CC003P3	0.0292705272752414	0.0155181008382326	0.101325447345783	0
