	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.00520840565439479	0.00867807462962492	0.00991334585200292
CC003P1	0.00520840565439479	0	0.0113473070305898	0.0134867517148865
CC003P2	0.00867807462962492	0.0113473070305898	0	0.00289627005800859
CC003P3	0.00991334585200292	0.0134867517148865	0.00289627005800859	0
