	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0180982848652115	0.0651930032048076	0.0250851680423872
CC003P1	0.0180982848652115	0	0.0658099615705954	0.0337694678299963
CC003P2	0.0651930032048076	0.0658099615705954	0	0.066078459122632
CC003P3	0.0250851680423872	0.0337694678299963	0.066078459122632	0
