	CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P2_2	CC003P3_1	CC003P3_2
CC003N1_1	0	0.0292950589390005	0.0290616298936613	0.027556317718867	0.086535884430551	0.0938455966831476	0.143405061969697	0.116365980836457
CC003N1_2	0.0292950589390005	0	0.0202964435833951	0.0352674338040653	0.0978955208420876	0.101167698040877	0.134955468747925	0.10608310986296
CC003P1_1	0.0290616298936613	0.0202964435833951	0	0.0312190394708682	0.0933369353152168	0.0982020014795439	0.125988328174517	0.102731502791293
CC003P1_2	0.027556317718867	0.0352674338040653	0.0312190394708682	0	0.0988786767616767	0.106868021898134	0.130237533594036	0.0992302502560064
CC003P2_1	0.086535884430551	0.0978955208420876	0.0933369353152168	0.0988786767616767	0	0.0180779581492857	0.195080101714781	0.189609087465245
CC003P2_2	0.0938455966831476	0.101167698040877	0.0982020014795439	0.106868021898134	0.0180779581492857	0	0.201338564563719	0.196107811208987
CC003P3_1	0.143405061969697	0.134955468747925	0.125988328174517	0.130237533594036	0.195080101714781	0.201338564563719	0	0.0848197136153117
CC003P3_2	0.116365980836457	0.10608310986296	0.102731502791293	0.0992302502560064	0.189609087465245	0.196107811208987	0.0848197136153117	0
