	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0128775480749844	0.0232330104492967	0.0501919445332843
CC003P1	0.0128775480749844	0	0.0217549936071654	0.0548927018977891
CC003P2	0.0232330104492967	0.0217549936071654	0	0.038145949305254
CC003P3	0.0501919445332843	0.0548927018977891	0.038145949305254	0
