	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0202527527742342	0.0394443764316737	0.052052984844704
CC003P1	0.0202527527742342	0	0.029270500233231	0.0397617432615175
CC003P2	0.0394443764316737	0.029270500233231	0	0.0287492834894029
CC003P3	0.052052984844704	0.0397617432615175	0.0287492834894029	0
