	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0656086945380656	0.0760790570904586	0.0258996877549862
CC003P1	0.0656086945380656	0	0.0248458242688791	0.0688786002524432
CC003P2	0.0760790570904586	0.0248458242688791	0	0.0752570592207378
CC003P3	0.0258996877549862	0.0688786002524432	0.0752570592207378	0
