	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.00815497047210033	0.00799136523334441	0.00549702300872141
CC003P1	0.00815497047210033	0	0.00932839844617087	0.0133113117654511
CC003P2	0.00799136523334441	0.00932839844617087	0	0.0100366749519379
CC003P3	0.00549702300872141	0.0133113117654511	0.0100366749519379	0
