	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0418462833706417	0.029588780139436	0.0867241063214971
CC003P1	0.0418462833706417	0	0.0341031087194697	0.0522048190471279
CC003P2	0.029588780139436	0.0341031087194697	0	0.0731387748496679
CC003P3	0.0867241063214971	0.0522048190471279	0.0731387748496679	0
