	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0111462658909835	0.0113223940446203	0.00462477629406885
CC003P1	0.0111462658909835	0	0.0035511676947396	0.00725156826757158
CC003P2	0.0113223940446203	0.0035511676947396	0	0.00687935379229808
CC003P3	0.00462477629406885	0.00725156826757158	0.00687935379229808	0
