	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0636478768289257	0.0487440264559872	0.00540342798773418
CC003P1	0.0636478768289257	0	0.112246983169792	0.0585534187446738
CC003P2	0.0487440264559872	0.112246983169792	0	0.0539438600115864
CC003P3	0.00540342798773418	0.0585534187446738	0.0539438600115864	0
