	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.00545438942032525	0.031069916119744	0.0149446345414951
CC003P1	0.00545438942032525	0	0.0351065854340824	0.0175474069841402
CC003P2	0.031069916119744	0.0351065854340824	0	0.0250238723081464
CC003P3	0.0149446345414951	0.0175474069841402	0.0250238723081464	0
