	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0366454602432069	0.0373142926626892	0.0120587176944984
CC003P1	0.0366454602432069	0	0.0681157619054941	0.0386539893004895
CC003P2	0.0373142926626892	0.0681157619054941	0	0.0323588778342852
CC003P3	0.0120587176944984	0.0386539893004895	0.0323588778342852	0
