	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.00730634310431871	0.0118867061497153	0.00457653463201449
CC003P1	0.00730634310431871	0	0.00479001345656282	0.00553365489574624
CC003P2	0.0118867061497153	0.00479001345656282	0	0.0102118721724974
CC003P3	0.00457653463201449	0.00553365489574624	0.0102118721724974	0
