	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0192507084157149	0.0293444762967018	0.0226869555918803
CC003P1	0.0192507084157149	0	0.0159802261130692	0.0123315526873086
CC003P2	0.0293444762967018	0.0159802261130692	0	0.00844974594119725
CC003P3	0.0226869555918803	0.0123315526873086	0.00844974594119725	0
