	CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P3_1	CC003P3_2
CC003N1_1	0	0.0283905254362728	0.110481404722408	0.0783330826062715	0.0442911355570649	0.0641607630801527	0.105159501223131
CC003N1_2	0.0283905254362728	0	0.0890164892461203	0.057104399673356	0.0612036937040697	0.040344319095973	0.0810527830330554
CC003P1_1	0.110481404722408	0.0890164892461203	0	0.032375225972336	0.10959686960616	0.0489133445856334	0.016543654276258
CC003P1_2	0.0783330826062715	0.057104399673356	0.032375225972336	0	0.0821577654099977	0.0179496493452353	0.0290000218229495
CC003P2_1	0.0442911355570649	0.0612036937040697	0.10959686960616	0.0821577654099977	0	0.0764702062147259	0.11090316118192
CC003P3_1	0.0641607630801527	0.040344319095973	0.0489133445856334	0.0179496493452353	0.0764702062147259	0	0.0412306692140094
CC003P3_2	0.105159501223131	0.0810527830330554	0.016543654276258	0.0290000218229495	0.11090316118192	0.0412306692140094	0
