	CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P2_2	CC003P3_1	CC003P3_2
CC003N1_1	0	0.0233985141245246	0.00662435186732592	0.00792512420396311	0.0114387030103859	0.0143566272727857	0.0109543576348598	0.0117623171759712
CC003N1_2	0.0233985141245246	0	0.0259850616039552	0.0218367549349281	0.0159412801864869	0.0365014883184293	0.0153736953713174	0.0247161778223883
CC003P1_1	0.00662435186732592	0.0259850616039552	0	0.0112505148754335	0.016524668349361	0.0126768482912926	0.0142921710144148	0.00644770045182412
CC003P1_2	0.00792512420396311	0.0218367549349281	0.0112505148754335	0	0.00873804692995549	0.0207775925005716	0.00685790156542471	0.0150336340410575
CC003P2_1	0.0114387030103859	0.0159412801864869	0.016524668349361	0.00873804692995549	0	0.0256014076958708	0.00493672643906745	0.018950521238763
CC003P2_2	0.0143566272727857	0.0365014883184293	0.0126768482912926	0.0207775925005716	0.0256014076958708	0	0.0251539485109793	0.0172518453329166
CC003P3_1	0.0109543576348598	0.0153736953713174	0.0142921710144148	0.00685790156542471	0.00493672643906745	0.0251539485109793	0	0.015766655490249
CC003P3_2	0.0117623171759712	0.0247161778223883	0.00644770045182412	0.0150336340410575	0.018950521238763	0.0172518453329166	0.015766655490249	0
