	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.110481404722408	0.0442911355570649	0.0641607630801527
CC003P1	0.110481404722408	0	0.10959686960616	0.0489133445856334
CC003P2	0.0442911355570649	0.10959686960616	0	0.0764702062147259
CC003P3	0.0641607630801527	0.0489133445856334	0.0764702062147259	0
