	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.00803172162741319	0.065742556335223	0.080914817977062
CC003P1	0.00803172162741319	0	0.0693872859784716	0.0829366109841813
CC003P2	0.065742556335223	0.0693872859784716	0	0.0221964326186936
CC003P3	0.080914817977062	0.0829366109841813	0.0221964326186936	0
