	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0569878400807244	0.026312354857681	0.0726874444576862
CC003P1	0.0569878400807244	0	0.0610899604746779	0.0424388232466813
CC003P2	0.026312354857681	0.0610899604746779	0	0.0723781303898362
CC003P3	0.0726874444576862	0.0424388232466813	0.0723781303898362	0
