	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0182756446649545	0.0182831063862093	0.0132806241059364
CC003P1	0.0182756446649545	0	0.0116082859989203	0.0184799651986443
CC003P2	0.0182831063862093	0.0116082859989203	0	0.0219490468474463
CC003P3	0.0132806241059364	0.0184799651986443	0.0219490468474463	0
