	CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P2_2	CC003P3_2
CC003N1_1	0	0.0115703882266507	0.00466985390520392	0.0111462658909835	0.00788618902407721	0.0113223940446203	0.00462477629406885
CC003N1_2	0.0115703882266507	0	0.00900214221102351	0.00978923028734022	0.00554585391121118	0.0124714408556349	0.0104567169841461
CC003P1_1	0.00466985390520392	0.00900214221102351	0	0.00650933397119241	0.00520999242407644	0.00716622904520774	0.00209649111685592
CC003P1_2	0.0111462658909835	0.00978923028734022	0.00650933397119241	0	0.00782245075251877	0.0035511676947396	0.00725156826757158
CC003P2_1	0.00788618902407721	0.00554585391121118	0.00520999242407644	0.00782245075251877	0	0.00907291624618598	0.00578195556542334
CC003P2_2	0.0113223940446203	0.0124714408556349	0.00716622904520774	0.0035511676947396	0.00907291624618598	0	0.00687935379229808
CC003P3_2	0.00462477629406885	0.0104567169841461	0.00209649111685592	0.00725156826757158	0.00578195556542334	0.00687935379229808	0
