	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0144838408626669	0.0155802826110085	0.0175710096776081
CC003P1	0.0144838408626669	0	0.00109658174143076	0.00308761461642388
CC003P2	0.0155802826110085	0.00109658174143076	0	0.0019910367864618
CC003P3	0.0175710096776081	0.00308761461642388	0.0019910367864618	0
