	CC003N1_1	CC003N1_2	CC003P1_1	CC003P1_2	CC003P2_1	CC003P2_2	CC003P3_1	CC003P3_2
CC003N1_1	0	0.0139405220951765	0.00427017134100317	0.0217786384311012	0.0458145934810725	0.033038594286229	0.0108638890197539	0.0157999963313126
CC003N1_2	0.0139405220951765	0	0.0164477531678287	0.0280648881625819	0.0446644313822398	0.0194209263319572	0.0164185020407539	0.00500262951653648
CC003P1_1	0.00427017134100317	0.0164477531678287	0	0.0234185986674841	0.0450738279902396	0.0357959814112201	0.0127979385319505	0.0188621077640337
CC003P1_2	0.0217786384311012	0.0280648881625819	0.0234185986674841	0	0.0674239363237253	0.042627865898383	0.0125311470147486	0.0255518304031645
CC003P2_1	0.0458145934810725	0.0446644313822398	0.0450738279902396	0.0674239363237253	0	0.0499600001393187	0.0559463716094935	0.0493112993694958
CC003P2_2	0.033038594286229	0.0194209263319572	0.0357959814112201	0.042627865898383	0.0499600001393187	0	0.0334853548260264	0.018496813268795
CC003P3_1	0.0108638890197539	0.0164185020407539	0.0127979385319505	0.0125311470147486	0.0559463716094935	0.0334853548260264	0	0.0151560176578656
CC003P3_2	0.0157999963313126	0.00500262951653648	0.0188621077640337	0.0255518304031645	0.0493112993694958	0.018496813268795	0.0151560176578656	0
