	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0424882597149656	0.0588391724040351	0.0294823386247598
CC003P1	0.0424882597149656	0	0.0302428142025836	0.0206718777354429
CC003P2	0.0588391724040351	0.0302428142025836	0	0.0466704403454259
CC003P3	0.0294823386247598	0.0206718777354429	0.0466704403454259	0
