	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0288542687304306	0.0512116592830379	0.0355111176226208
CC003P1	0.0288542687304306	0	0.0565162582034753	0.0380961442058502
CC003P2	0.0512116592830379	0.0565162582034753	0	0.0509242333381757
CC003P3	0.0355111176226208	0.0380961442058502	0.0509242333381757	0
