	CC003N1	CC003P1	CC003P2	CC003P3
CC003N1	0	0.0649504779644913	0.0503163017555571	0.0262448586629338
CC003P1	0.0649504779644913	0	0.114245918196011	0.0878765831410714
CC003P2	0.0503163017555571	0.114245918196011	0	0.031736775835501
CC003P3	0.0262448586629338	0.0878765831410714	0.031736775835501	0
